"templateId","pokemonId","type","type2","form","candyToEvolve","kmBuddyDistance","purificationStardustNeeded","baseStamina","baseAttack","baseDefense"
"V0154_POKEMON_MEGANIUM_NORMAL","MEGANIUM","POKEMON_TYPE_GRASS",,"MEGANIUM_NORMAL",,3.0,3000,190,168,202
"V0155_POKEMON_CYNDAQUIL","CYNDAQUIL","POKEMON_TYPE_FIRE",,,25,3.0,3000,118,116,93
"V0155_POKEMON_CYNDAQUIL_NORMAL","CYNDAQUIL","POKEMON_TYPE_FIRE",,"CYNDAQUIL_NORMAL",25,3.0,3000,118,116,93
"V0156_POKEMON_QUILAVA","QUILAVA","POKEMON_TYPE_FIRE",,,100,3.0,3000,151,158,126
"V0156_POKEMON_QUILAVA_NORMAL","QUILAVA","POKEMON_TYPE_FIRE",,"QUILAVA_NORMAL",100,3.0,3000,151,158,126
"V0157_POKEMON_TYPHLOSION","TYPHLOSION","POKEMON_TYPE_FIRE",,,,3.0,3000,186,223,173
"V0157_POKEMON_TYPHLOSION_HISUIAN","TYPHLOSION","POKEMON_TYPE_FIRE","POKEMON_TYPE_GHOST","TYPHLOSION_HISUIAN",,3.0,3000,177,238,172
"V0157_POKEMON_TYPHLOSION_NORMAL","TYPHLOSION","POKEMON_TYPE_FIRE",,"TYPHLOSION_NORMAL",,3.0,3000,186,223,173
"V0158_POKEMON_TOTODILE","TOTODILE","POKEMON_TYPE_WATER",,,25,3.0,3000,137,117,109
"V0158_POKEMON_TOTODILE_NORMAL","TOTODILE","POKEMON_TYPE_WATER",,"TOTODILE_NORMAL",25,3.0,3000,137,117,109
"V0159_POKEMON_CROCONAW","CROCONAW","POKEMON_TYPE_WATER",,,100,3.0,3000,163,150,142
"V0159_POKEMON_CROCONAW_NORMAL","CROCONAW","POKEMON_TYPE_WATER",,"CROCONAW_NORMAL",100,3.0,3000,163,150,142
"V0160_POKEMON_FERALIGATR","FERALIGATR","POKEMON_TYPE_WATER",,,,3.0,3000,198,205,188
"V0160_POKEMON_FERALIGATR_NORMAL","FERALIGATR","POKEMON_TYPE_WATER",,"FERALIGATR_NORMAL",,3.0,3000,198,205,188
"V0161_POKEMON_SENTRET","SENTRET","POKEMON_TYPE_NORMAL",,,25,1.0,,111,79,73
"V0162_POKEMON_FURRET","FURRET","POKEMON_TYPE_NORMAL",,,,1.0,,198,148,125
"V0163_POKEMON_HOOTHOOT","HOOTHOOT","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,50,1.0,,155,67,88
"V0164_POKEMON_NOCTOWL","NOCTOWL","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,,1.0,,225,145,156
"V0165_POKEMON_LEDYBA","LEDYBA","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,25,1.0,1000,120,72,118
"V0166_POKEMON_LEDIAN","LEDIAN","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,,1.0,1000,146,107,179
"V0167_POKEMON_SPINARAK","SPINARAK","POKEMON_TYPE_BUG","POKEMON_TYPE_POISON",,50,1.0,,120,105,73
"V0168_POKEMON_ARIADOS","ARIADOS","POKEMON_TYPE_BUG","POKEMON_TYPE_POISON",,,1.0,,172,161,124
"V0169_POKEMON_CROBAT","CROBAT","POKEMON_TYPE_POISON","POKEMON_TYPE_FLYING",,,1.0,1000,198,194,178
"V0169_POKEMON_CROBAT_NORMAL","CROBAT","POKEMON_TYPE_POISON","POKEMON_TYPE_FLYING","CROBAT_NORMAL",,1.0,1000,198,194,178
"V0170_POKEMON_CHINCHOU","CHINCHOU","POKEMON_TYPE_WATER","POKEMON_TYPE_ELECTRIC",,50,3.0,,181,106,97
"V0171_POKEMON_LANTURN","LANTURN","POKEMON_TYPE_WATER","POKEMON_TYPE_ELECTRIC",,,3.0,,268,146,137
"V0172_POKEMON_PICHU","PICHU","POKEMON_TYPE_ELECTRIC",,,25,1.0,,85,77,53
"V0173_POKEMON_CLEFFA","CLEFFA","POKEMON_TYPE_FAIRY",,,25,1.0,,137,75,79
"V0174_POKEMON_IGGLYBUFF","IGGLYBUFF","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FAIRY",,25,1.0,,207,69,32
"V0175_POKEMON_TOGEPI","TOGEPI","POKEMON_TYPE_FAIRY",,,50,3.0,,111,67,116
"V0176_POKEMON_TOGETIC","TOGETIC","POKEMON_TYPE_FAIRY","POKEMON_TYPE_FLYING",,,3.0,,146,139,181
"V0177_POKEMON_NATU","NATU","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FLYING",,50,3.0,3000,120,134,89
"V0178_POKEMON_XATU","XATU","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FLYING",,,3.0,3000,163,192,146
"V0179_POKEMON_MAREEP","MAREEP","POKEMON_TYPE_ELECTRIC",,,25,5.0,5000,146,114,79
"V0179_POKEMON_MAREEP_NORMAL","MAREEP","POKEMON_TYPE_ELECTRIC",,"MAREEP_NORMAL",25,5.0,5000,146,114,79
"V0180_POKEMON_FLAAFFY","FLAAFFY","POKEMON_TYPE_ELECTRIC",,,100,5.0,5000,172,145,109
"V0180_POKEMON_FLAAFFY_NORMAL","FLAAFFY","POKEMON_TYPE_ELECTRIC",,"FLAAFFY_NORMAL",100,5.0,5000,172,145,109
"V0181_POKEMON_AMPHAROS","AMPHAROS","POKEMON_TYPE_ELECTRIC",,,,5.0,5000,207,211,169
"V0181_POKEMON_AMPHAROS_NORMAL","AMPHAROS","POKEMON_TYPE_ELECTRIC",,"AMPHAROS_NORMAL",,5.0,5000,207,211,169
"V0182_POKEMON_BELLOSSOM","BELLOSSOM","POKEMON_TYPE_GRASS",,,,3.0,3000,181,169,186
"V0182_POKEMON_BELLOSSOM_NORMAL","BELLOSSOM","POKEMON_TYPE_GRASS",,"BELLOSSOM_NORMAL",,3.0,3000,181,169,186
"V0183_POKEMON_MARILL","MARILL","POKEMON_TYPE_WATER","POKEMON_TYPE_FAIRY",,25,3.0,,172,37,93
"V0184_POKEMON_AZUMARILL","AZUMARILL","POKEMON_TYPE_WATER","POKEMON_TYPE_FAIRY",,,3.0,,225,112,152
"V0185_POKEMON_SUDOWOODO","SUDOWOODO","POKEMON_TYPE_ROCK",,,,5.0,5000,172,167,176
"V0186_POKEMON_POLITOED","POLITOED","POKEMON_TYPE_WATER",,,,3.0,3000,207,174,179
"V0186_POKEMON_POLITOED_NORMAL","POLITOED","POKEMON_TYPE_WATER",,"POLITOED_NORMAL",,3.0,3000,207,174,179
"V0187_POKEMON_HOPPIP","HOPPIP","POKEMON_TYPE_GRASS","POKEMON_TYPE_FLYING",,25,3.0,3000,111,67,94
"V0187_POKEMON_HOPPIP_NORMAL","HOPPIP","POKEMON_TYPE_GRASS","POKEMON_TYPE_FLYING","HOPPIP_NORMAL",25,3.0,3000,111,67,94
"V0188_POKEMON_SKIPLOOM","SKIPLOOM","POKEMON_TYPE_GRASS","POKEMON_TYPE_FLYING",,100,3.0,3000,146,91,120
"V0188_POKEMON_SKIPLOOM_NORMAL","SKIPLOOM","POKEMON_TYPE_GRASS","POKEMON_TYPE_FLYING","SKIPLOOM_NORMAL",100,3.0,3000,146,91,120
"V0189_POKEMON_JUMPLUFF","JUMPLUFF","POKEMON_TYPE_GRASS","POKEMON_TYPE_FLYING",,,3.0,3000,181,118,183
"V0189_POKEMON_JUMPLUFF_NORMAL","JUMPLUFF","POKEMON_TYPE_GRASS","POKEMON_TYPE_FLYING","JUMPLUFF_NORMAL",,3.0,3000,181,118,183
"V0190_POKEMON_AIPOM","AIPOM","POKEMON_TYPE_NORMAL",,,,3.0,3000,146,136,112
"V0190_POKEMON_AIPOM_NORMAL","AIPOM","POKEMON_TYPE_NORMAL",,"AIPOM_NORMAL",,3.0,3000,146,136,112
"V0191_POKEMON_SUNKERN","SUNKERN","POKEMON_TYPE_GRASS",,,50,3.0,,102,55,55
"V0192_POKEMON_SUNFLORA","SUNFLORA","POKEMON_TYPE_GRASS",,,,3.0,,181,185,135
"V0193_POKEMON_YANMA","YANMA","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,,3.0,,163,154,94
"V0194_POKEMON_WOOPER","WOOPER","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND",,50,3.0,3000,146,75,66
"V0194_POKEMON_WOOPER_NORMAL","WOOPER","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND","WOOPER_NORMAL",50,3.0,3000,146,75,66
"V0194_POKEMON_WOOPER_PALDEA","WOOPER","POKEMON_TYPE_POISON","POKEMON_TYPE_GROUND","WOOPER_PALDEA",50,3.0,3000,146,75,66
"V0195_POKEMON_QUAGSIRE","QUAGSIRE","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND",,,3.0,3000,216,152,143
"V0195_POKEMON_QUAGSIRE_NORMAL","QUAGSIRE","POKEMON_TYPE_WATER","POKEMON_TYPE_GROUND","QUAGSIRE_NORMAL",,3.0,3000,216,152,143
"V0196_POKEMON_ESPEON","ESPEON","POKEMON_TYPE_PSYCHIC",,,,5.0,,163,261,175
"V0196_POKEMON_ESPEON_GOFEST_2024_SSCARF","ESPEON","POKEMON_TYPE_PSYCHIC",,"ESPEON_GOFEST_2024_SSCARF",,5.0,,163,261,175
"V0196_POKEMON_ESPEON_NORMAL","ESPEON","POKEMON_TYPE_PSYCHIC",,"ESPEON_NORMAL",,5.0,,163,261,175
"V0197_POKEMON_UMBREON","UMBREON","POKEMON_TYPE_DARK",,,,5.0,,216,126,240
"V0197_POKEMON_UMBREON_GOFEST_2024_MSCARF","UMBREON","POKEMON_TYPE_DARK",,"UMBREON_GOFEST_2024_MSCARF",,5.0,,216,126,240
"V0197_POKEMON_UMBREON_NORMAL","UMBREON","POKEMON_TYPE_DARK",,"UMBREON_NORMAL",,5.0,,216,126,240
"V0198_POKEMON_MURKROW","MURKROW","POKEMON_TYPE_DARK","POKEMON_TYPE_FLYING",,,3.0,3000,155,175,87
"V0198_POKEMON_MURKROW_NORMAL","MURKROW","POKEMON_TYPE_DARK","POKEMON_TYPE_FLYING","MURKROW_NORMAL",,3.0,3000,155,175,87
"V0199_POKEMON_SLOWKING","SLOWKING","POKEMON_TYPE_WATER","POKEMON_TYPE_PSYCHIC",,,3.0,3000,216,177,180
"V0199_POKEMON_SLOWKING_2022","SLOWKING","POKEMON_TYPE_WATER","POKEMON_TYPE_PSYCHIC","SLOWKING_2022",,3.0,3000,216,177,180
"V0199_POKEMON_SLOWKING_GALARIAN","SLOWKING","POKEMON_TYPE_POISON","POKEMON_TYPE_PSYCHIC","SLOWKING_GALARIAN",,3.0,3000,216,190,180
"V0199_POKEMON_SLOWKING_NORMAL","SLOWKING","POKEMON_TYPE_WATER","POKEMON_TYPE_PSYCHIC","SLOWKING_NORMAL",,3.0,3000,216,177,180
"V0200_POKEMON_MISDREAVUS","MISDREAVUS","POKEMON_TYPE_GHOST",,,,3.0,3000,155,167,154
"V0200_POKEMON_MISDREAVUS_NORMAL","MISDREAVUS","POKEMON_TYPE_GHOST",,"MISDREAVUS_NORMAL",,3.0,3000,155,167,154
"V0201_POKEMON_UNOWN","UNOWN","POKEMON_TYPE_PSYCHIC",,,,5.0,,134,136,91
"V0201_POKEMON_UNOWN_A","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_A",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_B","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_B",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_C","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_C",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_D","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_D",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_E","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_E",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_EXCLAMATION_POINT","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_EXCLAMATION_POINT",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_F","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_F",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_G","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_G",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_H","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_H",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_I","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_I",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_J","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_J",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_K","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_K",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_L","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_L",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_M","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_M",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_N","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_N",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_O","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_O",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_P","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_P",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_Q","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_Q",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_QUESTION_MARK","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_QUESTION_MARK",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_R","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_R",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_S","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_S",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_T","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_T",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_U","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_U",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_V","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_V",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_W","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_W",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_X","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_X",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_Y","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_Y",,5.0,,134,136,91
"V0201_POKEMON_UNOWN_Z","UNOWN","POKEMON_TYPE_PSYCHIC",,"UNOWN_Z",,5.0,,134,136,91
"V0202_POKEMON_WOBBUFFET","WOBBUFFET","POKEMON_TYPE_PSYCHIC",,,,3.0,3000,382,60,106
"V0202_POKEMON_WOBBUFFET_NORMAL","WOBBUFFET","POKEMON_TYPE_PSYCHIC",,"WOBBUFFET_NORMAL",,3.0,3000,382,60,106
"V0203_POKEMON_GIRAFARIG","GIRAFARIG","POKEMON_TYPE_NORMAL","POKEMON_TYPE_PSYCHIC",,,3.0,3000,172,182,133
"V0204_POKEMON_PINECO","PINECO","POKEMON_TYPE_BUG",,,50,5.0,5000,137,108,122
"V0204_POKEMON_PINECO_NORMAL","PINECO","POKEMON_TYPE_BUG",,"PINECO_NORMAL",50,5.0,5000,137,108,122
"V0205_POKEMON_FORRETRESS","FORRETRESS","POKEMON_TYPE_BUG","POKEMON_TYPE_STEEL",,,5.0,5000,181,161,205
"V0205_POKEMON_FORRETRESS_NORMAL","FORRETRESS","POKEMON_TYPE_BUG","POKEMON_TYPE_STEEL","FORRETRESS_NORMAL",,5.0,5000,181,161,205
"V0206_POKEMON_DUNSPARCE","DUNSPARCE","POKEMON_TYPE_NORMAL",,,,3.0,,225,131,128
"V0207_POKEMON_GLIGAR","GLIGAR","POKEMON_TYPE_GROUND","POKEMON_TYPE_FLYING",,,5.0,5000,163,143,184
"V0207_POKEMON_GLIGAR_NORMAL","GLIGAR","POKEMON_TYPE_GROUND","POKEMON_TYPE_FLYING","GLIGAR_NORMAL",,5.0,5000,163,143,184
"V0208_POKEMON_STEELIX","STEELIX","POKEMON_TYPE_STEEL","POKEMON_TYPE_GROUND",,,5.0,5000,181,148,272
"V0208_POKEMON_STEELIX_NORMAL","STEELIX","POKEMON_TYPE_STEEL","POKEMON_TYPE_GROUND","STEELIX_NORMAL",,5.0,5000,181,148,272
"V0209_POKEMON_SNUBBULL","SNUBBULL","POKEMON_TYPE_FAIRY",,,50,3.0,3000,155,137,85
"V0209_POKEMON_SNUBBULL_NORMAL","SNUBBULL","POKEMON_TYPE_FAIRY",,"SNUBBULL_NORMAL",50,3.0,3000,155,137,85
"V0210_POKEMON_GRANBULL","GRANBULL","POKEMON_TYPE_FAIRY",,,,3.0,3000,207,212,131
"V0210_POKEMON_GRANBULL_NORMAL","GRANBULL","POKEMON_TYPE_FAIRY",,"GRANBULL_NORMAL",,3.0,3000,207,212,131
"V0211_POKEMON_QWILFISH","QWILFISH","POKEMON_TYPE_WATER","POKEMON_TYPE_POISON",,,3.0,,163,184,138
"V0211_POKEMON_QWILFISH_HISUIAN","QWILFISH","POKEMON_TYPE_DARK","POKEMON_TYPE_POISON","QWILFISH_HISUIAN",,3.0,,163,184,151
"V0211_POKEMON_QWILFISH_NORMAL","QWILFISH","POKEMON_TYPE_WATER","POKEMON_TYPE_POISON","QWILFISH_NORMAL",,3.0,,163,184,138
"V0212_POKEMON_SCIZOR","SCIZOR","POKEMON_TYPE_BUG","POKEMON_TYPE_STEEL",,,5.0,5000,172,236,181
"V0212_POKEMON_SCIZOR_NORMAL","SCIZOR","POKEMON_TYPE_BUG","POKEMON_TYPE_STEEL","SCIZOR_NORMAL",,5.0,5000,172,236,181
"V0213_POKEMON_SHUCKLE","SHUCKLE","POKEMON_TYPE_BUG","POKEMON_TYPE_ROCK",,,3.0,3000,85,17,396
"V0213_POKEMON_SHUCKLE_NORMAL","SHUCKLE","POKEMON_TYPE_BUG","POKEMON_TYPE_ROCK","SHUCKLE_NORMAL",,3.0,3000,85,17,396
"V0214_POKEMON_HERACROSS","HERACROSS","POKEMON_TYPE_BUG","POKEMON_TYPE_FIGHTING",,,3.0,,190,234,179
"V0215_POKEMON_SNEASEL","SNEASEL","POKEMON_TYPE_DARK","POKEMON_TYPE_ICE",,,3.0,3000,146,189,146
"V0215_POKEMON_SNEASEL_HISUIAN","SNEASEL","POKEMON_TYPE_FIGHTING","POKEMON_TYPE_POISON","SNEASEL_HISUIAN",,3.0,3000,146,189,146
"V0215_POKEMON_SNEASEL_NORMAL","SNEASEL","POKEMON_TYPE_DARK","POKEMON_TYPE_ICE","SNEASEL_NORMAL",,3.0,3000,146,189,146
"V0216_POKEMON_TEDDIURSA","TEDDIURSA","POKEMON_TYPE_NORMAL",,,50,3.0,3000,155,142,93
"V0216_POKEMON_TEDDIURSA_NORMAL","TEDDIURSA","POKEMON_TYPE_NORMAL",,"TEDDIURSA_NORMAL",50,3.0,3000,155,142,93
"V0217_POKEMON_URSARING","URSARING","POKEMON_TYPE_NORMAL",,,,3.0,3000,207,236,144
"V0217_POKEMON_URSARING_NORMAL","URSARING","POKEMON_TYPE_NORMAL",,"URSARING_NORMAL",,3.0,3000,207,236,144
"V0218_POKEMON_SLUGMA","SLUGMA","POKEMON_TYPE_FIRE",,,50,1.0,,120,118,71
"V0219_POKEMON_MAGCARGO","MAGCARGO","POKEMON_TYPE_FIRE","POKEMON_TYPE_ROCK",,,1.0,,137,139,191
"V0220_POKEMON_SWINUB","SWINUB","POKEMON_TYPE_ICE","POKEMON_TYPE_GROUND",,50,3.0,3000,137,90,69
"V0220_POKEMON_SWINUB_NORMAL","SWINUB","POKEMON_TYPE_ICE","POKEMON_TYPE_GROUND","SWINUB_NORMAL",50,3.0,3000,137,90,69
"V0221_POKEMON_PILOSWINE","PILOSWINE","POKEMON_TYPE_ICE","POKEMON_TYPE_GROUND",,,3.0,3000,225,181,138
"V0221_POKEMON_PILOSWINE_NORMAL","PILOSWINE","POKEMON_TYPE_ICE","POKEMON_TYPE_GROUND","PILOSWINE_NORMAL",,3.0,3000,225,181,138
"V0222_POKEMON_CORSOLA","CORSOLA","POKEMON_TYPE_WATER","POKEMON_TYPE_ROCK",,,3.0,,146,118,156
"V0222_POKEMON_CORSOLA_GALARIAN","CORSOLA","POKEMON_TYPE_GHOST",,"CORSOLA_GALARIAN",,3.0,,155,116,182
"V0222_POKEMON_CORSOLA_NORMAL","CORSOLA","POKEMON_TYPE_WATER","POKEMON_TYPE_ROCK","CORSOLA_NORMAL",,3.0,,146,118,156
"V0223_POKEMON_REMORAID","REMORAID","POKEMON_TYPE_WATER",,,50,1.0,,111,127,69
"V0224_POKEMON_OCTILLERY","OCTILLERY","POKEMON_TYPE_WATER",,,,1.0,,181,197,141
"V0225_POKEMON_DELIBIRD","DELIBIRD","POKEMON_TYPE_ICE","POKEMON_TYPE_FLYING",,,5.0,5000,128,128,90
"V0225_POKEMON_DELIBIRD_NORMAL","DELIBIRD","POKEMON_TYPE_ICE","POKEMON_TYPE_FLYING","DELIBIRD_NORMAL",,5.0,5000,128,128,90
"V0225_POKEMON_DELIBIRD_WINTER_2020","DELIBIRD","POKEMON_TYPE_ICE","POKEMON_TYPE_FLYING","DELIBIRD_WINTER_2020",,5.0,5000,128,128,90
"V0226_POKEMON_MANTINE","MANTINE","POKEMON_TYPE_WATER","POKEMON_TYPE_FLYING",,,5.0,,163,148,226
"V0227_POKEMON_SKARMORY","SKARMORY","POKEMON_TYPE_STEEL","POKEMON_TYPE_FLYING",,,5.0,5000,163,148,226
"V0227_POKEMON_SKARMORY_NORMAL","SKARMORY","POKEMON_TYPE_STEEL","POKEMON_TYPE_FLYING","SKARMORY_NORMAL",,5.0,5000,163,148,226
"V0228_POKEMON_HOUNDOUR","HOUNDOUR","POKEMON_TYPE_DARK","POKEMON_TYPE_FIRE",,50,3.0,3000,128,152,83
"V0228_POKEMON_HOUNDOUR_NORMAL","HOUNDOUR","POKEMON_TYPE_DARK","POKEMON_TYPE_FIRE","HOUNDOUR_NORMAL",50,3.0,3000,128,152,83
"V0229_POKEMON_HOUNDOOM","HOUNDOOM","POKEMON_TYPE_DARK","POKEMON_TYPE_FIRE",,,3.0,3000,181,224,144
"V0229_POKEMON_HOUNDOOM_NORMAL","HOUNDOOM","POKEMON_TYPE_DARK","POKEMON_TYPE_FIRE","HOUNDOOM_NORMAL",,3.0,3000,181,224,144
"V0230_POKEMON_KINGDRA","KINGDRA","POKEMON_TYPE_WATER","POKEMON_TYPE_DRAGON",,,3.0,3000,181,194,194
"V0230_POKEMON_KINGDRA_NORMAL","KINGDRA","POKEMON_TYPE_WATER","POKEMON_TYPE_DRAGON","KINGDRA_NORMAL",,3.0,3000,181,194,194
"V0231_POKEMON_PHANPY","PHANPY","POKEMON_TYPE_GROUND",,,50,3.0,3000,207,107,98
"V0232_POKEMON_DONPHAN","DONPHAN","POKEMON_TYPE_GROUND",,,,3.0,3000,207,214,185
"V0233_POKEMON_PORYGON2","PORYGON2","POKEMON_TYPE_NORMAL",,,,3.0,3000,198,198,180
"V0233_POKEMON_PORYGON2_NORMAL","PORYGON2","POKEMON_TYPE_NORMAL",,"PORYGON2_NORMAL",,3.0,3000,198,198,180
"V0234_POKEMON_STANTLER","STANTLER","POKEMON_TYPE_NORMAL",,,,3.0,3000,177,192,131
"V0234_POKEMON_STANTLER_NORMAL","STANTLER","POKEMON_TYPE_NORMAL",,"STANTLER_NORMAL",,3.0,3000,177,192,131
"V0235_POKEMON_SMEARGLE","SMEARGLE","POKEMON_TYPE_NORMAL",,,,3.0,,146,40,83
"V0236_POKEMON_TYROGUE","TYROGUE","POKEMON_TYPE_FIGHTING",,,25,5.0,,111,64,64
"V0237_POKEMON_HITMONTOP","HITMONTOP","POKEMON_TYPE_FIGHTING",,,,5.0,5000,137,173,207
"V0238_POKEMON_SMOOCHUM","SMOOCHUM","POKEMON_TYPE_ICE","POKEMON_TYPE_PSYCHIC",,25,5.0,,128,153,91
"V0239_POKEMON_ELEKID","ELEKID","POKEMON_TYPE_ELECTRIC",,,25,5.0,,128,135,101
"V0240_POKEMON_MAGBY","MAGBY","POKEMON_TYPE_FIRE",,,25,5.0,,128,151,99
"V0241_POKEMON_MILTANK","MILTANK","POKEMON_TYPE_NORMAL",,,,5.0,,216,157,193
"V0242_POKEMON_BLISSEY","BLISSEY","POKEMON_TYPE_NORMAL",,,,5.0,,496,129,169
"V0243_POKEMON_RAIKOU","RAIKOU","POKEMON_TYPE_ELECTRIC",,,,20.0,20000,207,241,195
"V0243_POKEMON_RAIKOU_NORMAL","RAIKOU","POKEMON_TYPE_ELECTRIC",,"RAIKOU_NORMAL",,20.0,20000,207,241,195
"V0243_POKEMON_RAIKOU_S","RAIKOU","POKEMON_TYPE_ELECTRIC",,"RAIKOU_S",,20.0,20000,207,241,195
"V0244_POKEMON_ENTEI","ENTEI","POKEMON_TYPE_FIRE",,,,20.0,20000,251,235,171
"V0244_POKEMON_ENTEI_NORMAL","ENTEI","POKEMON_TYPE_FIRE",,"ENTEI_NORMAL",,20.0,20000,251,235,171
"V0244_POKEMON_ENTEI_S","ENTEI","POKEMON_TYPE_FIRE",,"ENTEI_S",,20.0,20000,251,235,171
"V0245_POKEMON_SUICUNE","SUICUNE","POKEMON_TYPE_WATER",,,,20.0,20000,225,180,235
"V0245_POKEMON_SUICUNE_NORMAL","SUICUNE","POKEMON_TYPE_WATER",,"SUICUNE_NORMAL",,20.0,20000,225,180,235
"V0245_POKEMON_SUICUNE_S","SUICUNE","POKEMON_TYPE_WATER",,"SUICUNE_S",,20.0,20000,225,180,235
"V0246_POKEMON_LARVITAR","LARVITAR","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND",,25,5.0,5000,137,115,93
"V0246_POKEMON_LARVITAR_NORMAL","LARVITAR","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND","LARVITAR_NORMAL",25,5.0,5000,137,115,93
"V0247_POKEMON_PUPITAR","PUPITAR","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND",,100,5.0,5000,172,155,133
"V0247_POKEMON_PUPITAR_NORMAL","PUPITAR","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND","PUPITAR_NORMAL",100,5.0,5000,172,155,133
"V0248_POKEMON_TYRANITAR","TYRANITAR","POKEMON_TYPE_ROCK","POKEMON_TYPE_DARK",,,5.0,5000,225,251,207
"V0248_POKEMON_TYRANITAR_NORMAL","TYRANITAR","POKEMON_TYPE_ROCK","POKEMON_TYPE_DARK","TYRANITAR_NORMAL",,5.0,5000,225,251,207
"V0249_POKEMON_LUGIA","LUGIA","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FLYING",,,20.0,20000,235,193,310
"V0249_POKEMON_LUGIA_NORMAL","LUGIA","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FLYING","LUGIA_NORMAL",,20.0,20000,235,193,310
"V0249_POKEMON_LUGIA_S","LUGIA","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FLYING","LUGIA_S",,20.0,5000,235,193,310
"V0250_POKEMON_HO_OH","HO_OH","POKEMON_TYPE_FIRE","POKEMON_TYPE_FLYING",,,20.0,20000,214,239,244
"V0250_POKEMON_HO_OH_NORMAL","HO_OH","POKEMON_TYPE_FIRE","POKEMON_TYPE_FLYING","HO_OH_NORMAL",,20.0,20000,214,239,244
